#timestamp [ns], b_x, b_y, b_z
1455214178731310208,-12.9127511978,68.3014144897,132.674728394
1455214178736588768,-13.0212907791,68.1460189819,132.68812561
1455214178741958272,-12.8363628387,68.1715164185,132.927139282
1455214178744873856,-12.6884202957,68.1919174194,133.118347168
1455214178750058080,-12.570066452,68.2082366943,133.271316528
1455214178755157280,-12.4753837585,68.2212905884,133.393692017
1455214178760795552,-12.3996372223,68.2317352295,133.491592407
1455214178766143808,-12.3895320892,68.5333480835,132.955078125
1455214178771458880,-12.3814477921,68.7746429443,132.525863647
1455214178776851840,-12.3749799728,68.9676742554,132.182495117
1455214178779868608,-12.3698062897,69.1221008301,131.907791138
1455214178785035296,-12.3656673431,69.2456436157,131.688034058
1455214178790197440,-12.4758872986,69.3489990234,131.708328247
1455214178795330848,-12.5640630722,69.431678772,131.724563599
1455214178800508288,-12.6346035004,69.4978256226,131.737564087
1455214178805636928,-12.6910362244,69.550743103,131.747955322
1455214178810756704,-12.7361822128,69.5930786133,131.756271362
1455214178817294048,-12.6082763672,69.3291702271,132.181655884
1455214178820200704,-12.5059518814,69.1180419922,132.521972656
1455214178825294752,-12.4240922928,68.9491348267,132.794219971
1455214178830460960,-12.3586044312,68.8140106201,133.012023926
1455214178835607552,-12.3062143326,68.705909729,133.186264038
1455214178840780064,-12.5652151108,68.3134765625,132.683044434
1455214178845945760,-12.7724151611,67.9995346069,132.280456543
1455214178851104576,-12.9381752014,67.7483825684,131.958389282
1455214178856195488,-13.0707836151,67.547454834,131.700744629
1455214178861905888,-13.1768703461,67.38671875,131.494628906
1455214178867156096,-13.3829965591,67.8654632568,131.533401489
1455214178870215584,-13.5478973389,68.2484588623,131.564422607
1455214178875615744,-13.6798181534,68.5548553467,131.589233398
1455214178880865856,-13.7853546143,68.7999725342,131.609085083
1455214178886003744,-13.8697843552,68.9960632324,131.624969482
1455214178891128768,-13.7577619553,68.8578796387,132.262619019
1455214178896302848,-13.6681442261,68.7473297119,132.772735596
1455214178901394528,-13.596449852,68.6588897705,133.180831909
1455214178906471968,-13.5390949249,68.588142395,133.50730896
1455214178911721024,-13.4932107925,68.531539917,133.768493652
1455214178916860704,-13.3740587234,68.4763031006,133.368911743
1455214178919801888,-13.2787370682,68.4321136475,133.049255371
1455214178924993920,-13.2024803162,68.3967666626,132.793518066
1455214178930360256,-13.1414747238,68.3684844971,132.588928223
1455214178935484416,-13.0926704407,68.3458633423,132.425262451
1455214178940800736,-12.875992775,68.1834106445,132.921173096
1455214178946013920,-12.7026500702,68.0534439087,133.317901611
1455214178951124032,-12.5639762878,67.94947052,133.635284424
1455214178956567840,-12.453037262,67.8662948608,133.889190674
1455214178962241344,-12.3642864227,67.7997512817,134.092315674
1455214178965425120,-12.5175485611,67.8827209473,133.009353638
1455214178971118336,-12.6401586533,67.9490966797,132.142974854
1455214178976326720,-12.7382459641,68.0021972656,131.449874878
1455214178981418368,-12.8167161942,68.0446777344,130.895401001
1455214178986484672,-12.8794927597,68.078666687,130.451812744
1455214178991722688,-12.4336919785,68.119468689,131.570709229
1455214178994827648,-12.0770511627,68.1521072388,132.465835571
1455214179000002464,-11.7917385101,68.1782226562,133.181930542
1455214179005302016,-11.5634880066,68.1991119385,133.754806519
1455214179011594336,-11.3808879852,68.2158203125,134.213104248
1455214179016754624,-12.0888957977,68.3771286011,133.489974976
1455214179023117056,-12.6553020477,68.5061721802,132.911483765
1455214179025987072,-13.1084270477,68.6094055176,132.448684692
1455214179031091712,-13.4709272385,68.6919937134,132.078445435
1455214179036397408,-13.7609272003,68.75806427,131.78225708
1455214179041541184,-13.9405040741,68.3669586182,132.158248901
1455214179046705600,-14.0841655731,68.0540771484,132.45904541
1455214179051803424,-14.1990947723,67.8037719727,132.699676514
1455214179056941184,-14.2910375595,67.6035232544,132.892181396
1455214179059827776,-14.3645925522,67.4433288574,133.046188354
1455214179067394528,-13.9167985916,68.0614852905,133.219268799
1455214179070420352,-13.5585632324,68.5560073853,133.357727051
1455214179076079360,-13.2719755173,68.9516220093,133.468505859
1455214179081220672,-13.0427045822,69.268119812,133.557128906
1455214179086469088,-12.8592882156,69.5213165283,133.62802124
1455214179091589056,-12.8786010742,68.9640045166,133.046539307
1455214179096717376,-12.8940505981,68.5181503296,132.581359863
1455214179101860416,-12.9064102173,68.1614685059,132.209213257
1455214179105159616,-12.9162979126,67.876121521,131.911499023
1455214179110406016,-12.9242086411,67.6478424072,131.673324585
1455214179115601472,-12.7761716843,67.9209671021,131.910980225
1455214179121211360,-12.6577415466,68.139465332,132.101104736
1455214179126371776,-12.562997818,68.3142623901,132.253204346
1455214179131470880,-12.4872026443,68.4541015625,132.374893188
1455214179136584320,-12.4265670776,68.5659713745,132.472244263
1455214179141730464,-12.8904905319,68.3612747192,132.50592041
1455214179146861312,-13.2616291046,68.197517395,132.532867432
1455214179152036928,-13.5585403442,68.0665130615,132.554428101
1455214179154938176,-13.7960691452,67.9617080688,132.571670532
1455214179160078624,-13.9860916138,67.8778610229,132.585464478
1455214179165299456,-13.6529006958,67.7981414795,132.224502563
1455214179171898592,-13.3863487244,67.7343597412,131.93572998
1455214179174774208,-13.1731071472,67.6833343506,131.704711914
1455214179179877312,-13.0025138855,67.6425170898,131.519897461
1455214179185002528,-12.8660392761,67.6098632812,131.372039795
1455214179192371104,-12.6636018753,67.6000442505,132.491012573
1455214179195320128,-12.5016517639,67.5921859741,133.386184692
1455214179200542560,-12.372092247,67.585899353,134.102325439
1455214179205673312,-12.2684440613,67.580871582,134.675231934
1455214179211435456,-12.1855258942,67.5768508911,135.133560181
1455214179217806048,-12.9063768387,67.7088928223,133.595718384
1455214179220784672,-13.4830579758,67.8145294189,132.365447998
1455214179225911360,-13.9444026947,67.8990402222,131.381240845
1455214179230986240,-14.3134784698,67.9666442871,130.59387207
1455214179236486688,-14.6087388992,68.0207290649,129.963973999
1455214179242223968,-13.8326311111,68.0703964233,130.974227905
1455214179245220416,-13.2117452621,68.1101303101,131.782440186
1455214179250453376,-12.7150363922,68.1419219971,132.429000854
1455214179255607968,-12.3176698685,68.167350769,132.946258545
1455214179261210368,-11.9997758865,68.1876983643,133.360061646
1455214179266345632,-12.3083848953,68.2030334473,133.032073975
1455214179271540928,-12.5552721024,68.2153015137,132.769683838
1455214179276677952,-12.752781868,68.2251205444,132.559768677
1455214179281800992,-12.9107894897,68.2329711914,132.391830444
1455214179286950752,-13.0371952057,68.2392501831,132.257476807
1455214179292088928,-12.9626178741,68.2506256104,132.7787323
1455214179294957632,-12.9029560089,68.259727478,133.195724487
1455214179300371072,-12.8552265167,68.2670059204,133.529327393
1455214179305520768,-12.8170423508,68.2728271484,133.796203613
1455214179311434080,-12.7864952087,68.2774887085,134.00970459
1455214179316758848,-12.8436355591,68.5690383911,133.153259277
1455214179321989088,-12.8893470764,68.8022766113,132.468093872
1455214179327169184,-12.9259166718,68.9888687134,131.919967651
1455214179330274176,-12.9551725388,69.1381454468,131.481460571
1455214179335759904,-12.9785766602,69.2575683594,131.130661011
1455214179340889696,-12.9604206085,68.9064254761,131.256759644
1455214179346025536,-12.9458961487,68.6255111694,131.357635498
1455214179351209120,-12.9342765808,68.4007797241,131.438339233
1455214179356352512,-12.9249801636,68.220993042,131.50289917
1455214179361485088,-12.9175434113,68.0771636963,131.554550171
1455214179366690464,-12.5932064056,68.1200714111,132.442810059
1455214179372122656,-12.3337364197,68.1543960571,133.153411865
1455214179375064064,-12.1261606216,68.181854248,133.721893311
1455214179380584640,-11.960100174,68.2038192749,134.176681519
1455214179385987968,-11.8272514343,68.2213897705,134.540512085
1455214179391140928,-12.1354160309,67.9340133667,134.385055542
1455214179396409920,-12.3819475174,67.7041168213,134.260696411
1455214179401913664,-12.5791730881,67.5201950073,134.161209106
1455214179407089472,-12.7369527817,67.3730621338,134.081619263
1455214179409970624,-12.8631772995,67.255355835,134.017944336
1455214179417738112,-13.0301914215,67.4517288208,133.145950317
1455214179420728928,-13.1638031006,67.6088256836,132.448364258
1455214179425920544,-13.2706918716,67.7345046997,131.890289307
1455214179431072224,-13.3562030792,67.8350448608,131.443832397
1455214179436172480,-13.4246120453,67.9154815674,131.086669922
1455214179441308576,-12.9871807098,68.2948532104,132.278488159
1455214179446433696,-12.6372356415,68.5983505249,133.231948853
1455214179451525344,-12.3572797775,68.8411483765,133.994720459
1455214179456647168,-12.1333150864,69.0353851318,134.604934692
1455214179461818624,-11.9541435242,69.1907730103,135.093109131
1455214179466978432,-12.2680158615,68.7040863037,134.414718628
1455214179472379008,-12.5191135406,68.3147354126,133.872009277
1455214179475397760,-12.719991684,68.0032577515,133.437835693
1455214179480530720,-12.8806943893,67.7540740967,133.090499878
1455214179485636768,-13.0092563629,67.554725647,132.812637329
1455214179490811680,-13.0712709427,67.8555145264,133.214645386
1455214179495945856,-13.120882988,68.0961456299,133.536254883
1455214179501069056,-13.1605730057,68.2886505127,133.793533325
1455214179506178112,-13.1923246384,68.4426574707,133.999359131
1455214179511387296,-13.2177257538,68.5658569336,134.164016724
1455214179516554336,-13.4098863602,68.3566589355,133.663238525
1455214179522246432,-13.5636148453,68.1893005371,133.262619019
1455214179525182208,-13.6865978241,68.0554122925,132.942123413
1455214179530335328,-13.7849836349,67.9483032227,132.685714722
1455214179535438240,-13.8636922836,67.8626174927,132.48059082
1455214179540644000,-13.7839746475,67.9456863403,132.534698486
1455214179545786464,-13.7202005386,68.0121459961,132.577987671
1455214179550880608,-13.6691808701,68.0653076172,132.612625122
1455214179556065280,-13.6283655167,68.1078414917,132.640335083
1455214179561277056,-13.5957126617,68.1418685913,132.662490845
1455214179566469824,-13.6200828552,68.462348938,132.065383911
1455214179571996128,-13.6395788193,68.7187347412,131.587692261
1455214179577632416,-13.655175209,68.9238433838,131.205535889
1455214179580733248,-13.6676521301,69.087928772,130.899810791
1455214179586305280,-13.6776342392,69.2191925049,130.655227661
1455214179591444800,-13.5371408463,69.0237121582,130.672088623
1455214179596571136,-13.4247465134,68.8673248291,130.685577393
1455214179601690752,-13.3348302841,68.7422180176,130.696380615
1455214179606847520,-13.2628974915,68.6421279907,130.70501709
1455214179611987904,-13.2053518295,68.5620574951,130.711929321
1455214179617224384,-12.887556076,68.647819519,130.945770264
1455214179620446624,-12.6333189011,68.7164306641,131.132843018
1455214179625711616,-12.4299297333,68.7713165283,131.282501221
1455214179630833856,-12.2672185898,68.8152236938,131.40222168
1455214179635916832,-12.137049675,68.8503494263,131.498001099
1455214179641041984,-12.2580442429,68.7367858887,131.964935303
1455214179646149664,-12.3548402786,68.6459350586,132.338485718
1455214179651216736,-12.4322767258,68.5732574463,132.637329102
1455214179656447424,-12.494225502,68.5151138306,132.876403809
1455214179661580160,-12.5437850952,68.4685974121,133.067657471
1455214179666713536,-12.7882890701,68.2688980103,132.177627563
1455214179671916000,-12.9838924408,68.1091384888,131.465606689
1455214179677120480,-13.1403751373,67.9813308716,130.895980835
1455214179682231424,-13.2655611038,67.8790893555,130.440292358
1455214179687402784,-13.3657102585,67.7972946167,130.07572937
1455214179692515616,-12.9692134857,68.0441589355,131.055435181
1455214179695374528,-12.6520166397,68.2416534424,131.839187622
1455214179700556512,-12.3982591629,68.3996505737,132.466201782
1455214179705759840,-12.1952524185,68.5260467529,132.967803955
1455214179711288224,-12.0328474045,68.6271591187,133.369094849
1455214179717751424,-12.3639965057,68.3984680176,132.624984741
1455214179720669824,-12.6289157867,68.2155151367,132.029693604
1455214179726047552,-12.8408508301,68.069152832,131.553466797
1455214179731571296,-13.0103988647,67.9520645142,131.172485352
1455214179736760416,-13.1460371017,67.8583908081,130.86769104
1455214179741867456,-12.5178537369,67.941444397,131.913528442
1455214179746954464,-12.0153074265,68.0078887939,132.750198364
1455214179752186560,-11.6132698059,68.0610427856,133.419525146
1455214179757305952,-11.2916402817,68.1035690308,133.954986572
1455214179762411872,-11.0343360901,68.137588501,134.383361816
1455214179767849120,-11.8214025497,67.8597106934,133.414306641
1455214179771051744,-12.4510555267,67.6374053955,132.639053345
1455214179776170624,-12.9547786713,67.459564209,132.018859863
1455214179781242336,-13.3577566147,67.3172912598,131.522705078
1455214179786434464,-13.6801395416,67.2034759521,131.125778198
1455214179791600256,-13.7759552002,66.96534729,131.228866577
1455214179796700992,-13.8526077271,66.7748413086,131.311325073
1455214179801799360,-13.9139289856,66.6224365234,131.377304077
1455214179806920832,-13.9629859924,66.5005187988,131.430084229
1455214179812050880,-14.0022315979,66.4029846191,131.472305298
1455214179817558784,-14.0413541794,66.927772522,131.513656616
1455214179820542144,-14.0726518631,67.3476028442,131.546737671
1455214179825616032,-14.0976905823,67.6834640503,131.573196411
1455214179830685408,-14.1177215576,67.9521560669,131.594360352
1455214179835998336,-14.1337461472,68.1671066284,131.611297607
1455214179841111424,-13.7224645615,67.8869781494,132.061889648
1455214179846191936,-13.3934392929,67.6628799438,132.422363281
1455214179851525856,-13.1302185059,67.4835968018,132.710754395
1455214179856825632,-12.9196424484,67.340171814,132.941467285
1455214179862329344,-12.7511816025,67.2254333496,133.126037598
1455214179867722368,-12.4912023544,67.4332504272,133.287582397
1455214179871182848,-12.2832193375,67.5995025635,133.416809082
1455214179876319552,-12.1168327332,67.7325057983,133.520187378
1455214179881401056,-11.9837236404,67.8389053345,133.602890015
1455214179886506560,-11.8772363663,67.9240264893,133.669052124
1455214179891752032,-12.0152444839,67.6997528076,134.110412598
1455214179897139520,-12.1256513596,67.5203399658,134.463500977
1455214179902622944,-12.21397686,67.3768081665,134.74597168
1455214179905523520,-12.2846364975,67.2619781494,134.971954346
1455214179911041184,-12.3411645889,67.1701202393,135.152740479
1455214179916177824,-12.6281242371,67.380821228,133.847579956
1455214179921594784,-12.8576917648,67.5493850708,132.803451538
1455214179926769568,-13.0413455963,67.6842346191,131.968154907
1455214179931872192,-13.1882686615,67.7921142578,131.299911499
1455214179937040288,-13.3058071136,67.8784179688,130.765319824
1455214179942424160,-13.0659074783,68.1081466675,131.390792847
1455214179947513856,-12.8739881516,68.2919235229,131.891174316
1455214179952747232,-12.7204523087,68.438949585,132.291473389
1455214179955686752,-12.5976238251,68.5565719604,132.611709595
1455214179960878848,-12.4993610382,68.6506652832,132.867904663
1455214179966359296,-12.8507375717,68.4217910767,132.420135498
1455214179971644576,-13.1318387985,68.2386932373,132.061920166
1455214179976771072,-13.3567199707,68.0922164917,131.775344849
1455214179981883072,-13.5366249084,67.9750289917,131.546096802
1455214179986967936,-13.6805486679,67.8812789917,131.362686157
1455214179992117696,-13.0842847824,67.506729126,132.087524414
1455214179997221856,-12.6072740555,67.2070846558,132.667404175
1455214180002316768,-12.2256650925,66.9673690796,133.13130188
1455214180007468800,-11.9203777313,66.7755966187,133.502426147
1455214180012665184,-11.6761484146,66.6221847534,133.799316406
1455214180017852672,-11.9689693451,67.0913772583,132.77684021
1455214180020800256,-12.2032260895,67.4667282104,131.958862305
1455214180025961568,-12.3906316757,67.7670059204,131.304473877
1455214180031096416,-12.540555954,68.007232666,130.780960083
1455214180036227520,-12.6604957581,68.1994094849,130.3621521
1455214180041421504,-12.1877298355,67.9019775391,130.680465698
1455214180046523520,-11.8095169067,67.6640319824,130.935119629
1455214180051601184,-11.5069465637,67.4736785889,131.138839722
1455214180057010976,-11.2648897171,67.321395874,131.301818848
1455214180062485248,-11.0712442398,67.1995697021,131.4322052
1455214180068424096,-11.1453208923,67.2618560791,131.930618286
1455214180071405824,-11.2045822144,67.3116836548,132.329345703
1455214180076552768,-11.251991272,67.3515472412,132.648330688
1455214180081651520,-11.2899188995,67.3834381104,132.903518677
1455214180086882656,-11.3202610016,67.4089508057,133.107666016
1455214180092021312,-11.6026821136,67.4329681396,133.250778198
1455214180097118592,-11.8286190033,67.4521789551,133.365264893
1455214180102252352,-12.0093688965,67.4675445557,133.456863403
1455214180107381600,-12.153968811,67.4798431396,133.530136108
1455214180112533728,-12.2696485519,67.4896774292,133.588760376
1455214180117774688,-12.5398254395,67.6418991089,133.00881958
1455214180120674432,-12.7559671402,67.7636795044,132.54486084
1455214180125927840,-12.9288806915,67.8611068726,132.173706055
1455214180131070944,-13.0672111511,67.9390487671,131.87677002
1455214180136184864,-13.1778755188,68.0013961792,131.639221191
1455214180141479840,-13.3294458389,67.7625427246,132.260131836
1455214180146592928,-13.4507017136,67.5714569092,132.756866455
1455214180151651776,-13.547706604,67.418586731,133.154251099
1455214180156741824,-13.6253108978,67.296295166,133.47215271
1455214180161918912,-13.6873941422,67.1984558105,133.726470947
1455214180167120160,-13.3809251785,67.1093444824,133.547821045
1455214180172450048,-13.1357498169,67.0380554199,133.404907227
1455214180177789984,-12.9396095276,66.9810256958,133.29057312
1455214180180720192,-12.7826976776,66.9354019165,133.199111938
1455214180185899264,-12.6571683884,66.8989028931,133.125946045
1455214180191187168,-12.5450649261,67.173828125,133.277404785
1455214180196293824,-12.4553823471,67.3937683105,133.39855957
1455214180201383488,-12.3836364746,67.5697174072,133.495483398
1455214180206538400,-12.3262395859,67.7104797363,133.573028564
1455214180211762304,-12.2803220749,67.8230895996,133.635070801
1455214180216988992,-12.5483646393,67.9086303711,133.04586792
1455214180222254880,-12.7627983093,67.97706604,132.574508667
1455214180227457312,-12.9343452454,68.0318145752,132.197418213
1455214180232567040,-13.0715827942,68.0756149292,131.895751953
1455214180237664928,-13.1813726425,68.1106491089,131.654418945
1455214180242946368,-12.8198127747,68.1441421509,132.316482544
1455214180245837888,-12.5305643082,68.1709365845,132.84614563
1455214180250937632,-12.2991657257,68.1923675537,133.269866943
1455214180256090944,-12.1140470505,68.2095108032,133.608840942
1455214180261290656,-11.9659519196,68.2232284546,133.880020142
1455214180266460992,-12.3890609741,67.7838668823,133.638458252
1455214180271713984,-12.7275485992,67.4323806763,133.445220947
1455214180276941312,-12.9983386993,67.1511917114,133.290618896
1455214180282110784,-13.2149705887,66.9262390137,133.166946411
1455214180287210176,-13.3882761002,66.7462768555,133.068008423
1455214180292333696,-13.1629686356,67.1969985962,132.820526123
1455214180297506080,-12.9827222824,67.5575714111,132.622543335
1455214180302602048,-12.8385257721,67.846031189,132.464157104
1455214180307716640,-12.7231683731,68.0767974854,132.33744812
1455214180313115936,-12.6308822632,68.2614135742,132.236068726
1455214180318306080,-12.3813514709,68.4154586792,132.783706665
1455214180321243136,-12.1817264557,68.5386886597,133.221817017
1455214180326432992,-12.0220270157,68.6372756958,133.572296143
1455214180331880960,-11.8942670822,68.7161483765,133.852676392
1455214180337016800,-11.7920589447,68.7792434692,134.076980591
1455214180342095136,-12.2635583878,68.0752563477,133.587936401
1455214180347390336,-12.6407585144,67.5120697021,133.19670105
1455214180352542016,-12.9425182343,67.0615158081,132.883712769
1455214180357622272,-13.1839265823,66.7010726929,132.63331604
1455214180362844864,-13.3770532608,66.4127197266,132.432998657
1455214180368067392,-13.2481155396,66.6359786987,132.711044312
1455214180371318080,-13.1449661255,66.8145904541,132.933486938
1455214180376692672,-13.0624465942,66.9574737549,133.111434937
1455214180381867936,-12.996430397,67.0717849731,133.253799438
1455214180386973536,-12.9436178207,67.163230896,133.36769104
1455214180392116832,-12.887755394,67.3898086548,133.666900635
1455214180397242048,-12.8430662155,67.5710754395,133.906265259
1455214180402365824,-12.8073148727,67.7160873413,134.097763062
1455214180407507168,-12.7787132263,67.8320922852,134.250961304
1455214180412908352,-12.7558317184,67.9248962402,134.373519897
1455214180418390208,-12.9074344635,67.5406799316,133.837158203
1455214180421340800,-13.028717041,67.2333068848,133.408065796
1455214180426606432,-13.1257429123,66.987411499,133.064788818
1455214180431768192,-13.2033634186,66.7906951904,132.790176392
1455214180436877312,-13.2654600143,66.63331604,132.570480347
1455214180441972448,-13.2859830856,66.66355896,132.809036255
1455214180447191648,-13.3024015427,66.68775177,132.99987793
1455214180452300064,-13.3155355453,66.7071075439,133.152557373
1455214180457381184,-13.326043129,66.7225875854,133.274703979
1455214180463184608,-13.3344488144,66.7349700928,133.372421265
1455214180468424096,-13.4169569016,66.5805892944,132.417648315
1455214180471367040,-13.482963562,66.4570846558,131.653839111
1455214180476607808,-13.5357685089,66.3582763672,131.042785645
1455214180482002368,-13.5780124664,66.2792358398,130.553939819
1455214180487110240,-13.6118078232,66.216003418,130.162872314
1455214180492184352,-13.4029016495,66.3333358765,131.305465698
1455214180497347328,-13.2357769012,66.4272003174,132.219543457
1455214180502460480,-13.1020765305,66.5022964478,132.950805664
1455214180507537472,-12.9951162338,66.5623703003,133.535812378
1455214180512675616,-12.9095487595,66.6104278564,134.003814697
1455214180518033344,-13.3313217163,66.1831512451,132.898773193
1455214180521020256,-13.6687402725,65.8413314819,132.01473999
1455214180526349440,-13.9386749268,65.5678710938,131.307525635
1455214180531539552,-14.1546230316,65.349105835,130.741744995
1455214180536629248,-14.327381134,65.1740951538,130.289123535
1455214180541701600,-14.1996231079,65.6360168457,130.161010742
1455214180546853376,-14.0974168777,66.0055541992,130.058517456
1455214180551965568,-14.0156517029,66.3011856079,129.976516724
1455214180557035200,-13.9502401352,66.537689209,129.910919189
1455214180562164928,-13.8979101181,66.726890564,129.858444214
1455214180567551904,-13.6550521851,67.3421478271,130.86328125
1455214180572823776,-13.4607658386,67.8343505859,131.667160034
1455214180578048640,-13.3053369522,68.2281188965,132.310256958
1455214180581146304,-13.1809940338,68.5431289673,132.824737549
1455214180586377440,-13.0815191269,68.795135498,133.236328125
1455214180591924256,-13.1835269928,68.2341537476,132.721191406
1455214180597253184,-13.2651338577,67.785369873,132.309082031
1455214180602375968,-13.3304195404,67.4263458252,131.979400635
1455214180607470400,-13.3826475143,67.1391220093,131.715652466
1455214180613561760,-13.4244298935,66.9093475342,131.504653931
1455214180616662464,-13.4287014008,66.8816604614,131.750167847
1455214180621947488,-13.4321184158,66.8595123291,131.946578979
1455214180627134880,-13.4348526001,66.841796875,132.103713989
1455214180632282272,-13.4370393753,66.82762146,132.229415894
1455214180637383296,-13.4387893677,66.8162841797,132.329971313
1455214180642535872,-13.1548185349,67.1104507446,132.846832275
1455214180647667008,-12.9276418686,67.3457794189,133.260314941
1455214180652743456,-12.7459011078,67.5340423584,133.591094971
1455214180656463712,-12.6005086899,67.6846542358,133.855728149
1455214180661675456,-12.4841947556,67.8051452637,134.067428589
1455214180666969120,-12.8249931335,67.8987960815,133.587860107
1455214180672461408,-13.0976324081,67.9737167358,133.204208374
1455214180677760128,-13.3157434464,68.0336532593,132.897277832
1455214180682857664,-13.4902324677,68.0816040039,132.651733398
1455214180687940128,-13.6298236847,68.1199645996,132.455307007
1455214180693051904,-13.2096586227,68.146156311,132.544784546
1455214180698173792,-12.8735265732,68.1671066284,132.616363525
1455214180701057728,-12.6046209335,68.1838684082,132.673629761
1455214180706156576,-12.3894968033,68.1972808838,132.719436646
1455214180711354144,-12.2173976898,68.2080078125,132.756088257
1455214180716659616,-12.49609375,68.065864563,132.340789795
1455214180721915712,-12.7190504074,67.9521484375,132.008544922
1455214180727136576,-12.8974161148,67.8611755371,131.742752075
1455214180732301824,-13.0401086807,67.7883987427,131.53012085
1455214180737439936,-13.1542625427,67.730178833,131.360015869
1455214180742569984,-13.0524082184,67.5419616699,132.056976318
1455214180747789760,-12.9709253311,67.3913879395,132.614547729
1455214180753093088,-12.9057388306,67.2709274292,133.060592651
1455214180758509728,-12.8535890579,67.1745605469,133.417434692
1455214180761460384,-12.8118696213,67.0974655151,133.702911377
1455214180766653984,-13.0027570724,67.1719970703,132.685836792
1455214180772120416,-13.1554670334,67.2316207886,131.872177124
1455214180777475872,-13.2776346207,67.2793197632,131.221237183
1455214180782605984,-13.375369072,67.3174743652,130.700485229
1455214180787703552,-13.4535570145,67.3479995728,130.283889771
1455214180793065568,-13.4656152725,67.0791625977,130.565460205
1455214180796123424,-13.4752616882,66.8640899658,130.790710449
1455214180801391968,-13.4829788208,66.6920318604,130.970916748
1455214180806553216,-13.4891519547,66.5543899536,131.115081787
1455214180811919904,-13.4940910339,66.4442749023,131.230407715
1455214180817394816,-13.5882129669,66.9689559937,131.938751221
1455214180822724320,-13.6635103226,67.3887023926,132.505432129
1455214180828190464,-13.7237482071,67.7244949341,132.958770752
1455214180831123648,-13.771938324,67.9931335449,133.32144165
1455214180836238528,-13.8104906082,68.2080459595,133.611587524
1455214180843644192,-13.6298141479,68.3682174683,133.245285034
1455214180846536064,-13.4852733612,68.4963531494,132.95223999
1455214180851656224,-13.3696403503,68.5988616943,132.717803955
1455214180856779712,-13.2771339417,68.6808700562,132.530258179
1455214180861921920,-13.2031288147,68.7464752197,132.380218506
1455214180867083264,-13.1206560135,68.1988601685,132.458831787
1455214180872512032,-13.0546779633,67.7607650757,132.521713257
1455214180877725024,-13.0018949509,67.4102859497,132.572021484
1455214180882840992,-12.9596691132,67.1299057007,132.61227417
1455214180887924320,-12.9258880615,66.9056015015,132.644470215
1455214180893069120,-13.4170885086,66.8840713501,132.631713867
1455214180898191072,-13.810049057,66.8668518066,132.621505737
1455214180903261824,-14.124417305,66.8530731201,132.613342285
1455214180908380032,-14.3759117126,66.842048645,132.606811523
1455214180911528544,-14.5771074295,66.8332290649,132.601577759
1455214180916693440,-14.4149475098,66.9606018066,131.804763794
1455214180921931968,-14.2852191925,67.0625,131.167312622
1455214180927399008,-14.1814365387,67.1440200806,130.657348633
1455214180932512960,-14.0984106064,67.209236145,130.24937439
1455214180937603200,-14.0319900513,67.2614135742,129.92300415
1455214180942774624,-13.4847631454,67.4674682617,131.137573242
