#timestamp [ns], b_x, b_y, b_z
1542883311999541120,-12.5434093475,63.8228340149,129.286621094
1542883312004640768,-12.3755674362,63.7960739136,129.379852295
1542883312009722496,-12.8943881989,64.3864974976,129.411499023
1542883312014868768,-13.3094444275,64.8588409424,129.436813354
1542883312019937760,-13.6414890289,65.2367095947,129.457061768
1542883312025192480,-13.907125473,65.5390090942,129.473266602
1542883312030432384,-14.1196346283,65.7808456421,129.486221313
1542883312035579552,-14.133436203,65.0710067749,129.701553345
1542883312038566272,-14.1444778442,64.5031356812,129.873809814
1542883312043662144,-14.1533107758,64.0488357544,130.011611938
1542883312048725088,-14.1603775024,63.6853942871,130.121856689
1542883312053844000,-14.1660308838,63.3946418762,130.21005249
1542883312058932736,-14.053068161,64.0644683838,130.302062988
1542883312064024832,-13.9626979828,64.6003265381,130.375671387
1542883312069143040,-13.8904018402,65.0290145874,130.434570312
1542883312074223008,-13.8325653076,65.371963501,130.481689453
1542883312079347840,-13.7862958908,65.6463241577,130.519378662
1542883312084708544,-13.8978509903,64.9579544067,130.115661621
1542883312089852960,-13.9870948792,64.4072570801,129.792678833
1542883312094977312,-14.0584907532,63.9666976929,129.534301758
1542883312100075712,-14.1156072617,63.6142501831,129.327590942
1542883312105291872,-14.1613006592,63.3322944641,129.162231445
1542883312110367200,-14.0609645844,63.7104606628,129.253814697
1542883312115425600,-13.9806957245,64.0129928589,129.327087402
1542883312120501408,-13.9164800644,64.2550201416,129.385696411
1542883312125779904,-13.8651075363,64.448638916,129.43258667
1542883312128668544,-13.8240098953,64.6035385132,129.470108032
1542883312136075744,-14.338511467,64.7292327881,129.047286987
1542883312138973792,-14.7501125336,64.829788208,128.709030151
1542883312144041472,-15.0793933868,64.9102325439,128.438430786
1542883312149158848,-15.3428182602,64.9745864868,128.221954346
1542883312154232608,-15.5535583496,65.0260696411,128.04876709
1542883312159385056,-15.2019929886,64.7586364746,127.946846008
1542883312164484416,-14.9207410812,64.5446929932,127.865310669
1542883312169585120,-14.6957397461,64.3735351562,127.800079346
1542883312174782592,-14.5157384872,64.2366104126,127.747894287
1542883312179969888,-14.3717374802,64.1270675659,127.70614624
1542883312185302560,-14.2293138504,64.3462753296,128.088943481
1542883312190459840,-14.1153745651,64.5216445923,128.395187378
1542883312195571680,-14.0242233276,64.6619415283,128.640182495
1542883312200685344,-13.9513025284,64.7741775513,128.836181641
1542883312205758304,-13.8929662704,64.8639678955,128.992980957
1542883312210822080,-14.1025133133,64.7886962891,129.096313477
1542883312213709120,-14.2701501846,64.7284851074,129.178985596
1542883312218800064,-14.4042596817,64.6803131104,129.245117188
1542883312223899264,-14.5115480423,64.6417770386,129.298034668
1542883312229015264,-14.5973787308,64.6109466553,129.340362549
1542883312234177664,-14.4370498657,64.4265365601,128.980117798
1542883312239321888,-14.3087863922,64.279006958,128.691925049
1542883312244446368,-14.2061758041,64.160987854,128.461380005
1542883312249541664,-14.1240873337,64.0665740967,128.276931763
1542883312254638048,-14.0584163666,63.9910392761,128.129379272
1542883312259751680,-13.8321094513,64.0876617432,128.641952515
1542883312264830560,-13.6510639191,64.1649627686,129.052017212
1542883312269951680,-13.5062274933,64.2268066406,129.380065918
1542883312275134464,-13.3903579712,64.2762756348,129.642501831
1542883312280325504,-13.297662735,64.3158569336,129.85244751
1542883312285561120,-13.6884412766,64.33934021,128.959060669
1542883312290738496,-14.0010643005,64.3581237793,128.244354248
1542883312295875424,-14.251162529,64.3731536865,127.672584534
1542883312298757824,-14.4512414932,64.3851776123,127.215171814
1542883312303841312,-14.6113042831,64.3947982788,126.849235535
1542883312311153280,-14.405424118,64.5631790161,127.609634399
1542883312314010688,-14.2407197952,64.697883606,128.217956543
1542883312319081152,-14.108956337,64.8056488037,128.704605103
1542883312324167424,-14.0035457611,64.8918609619,129.093933105
1542883312329300864,-13.9192171097,64.9608306885,129.405395508
1542883312334576704,-14.0604743958,65.1549301147,128.615310669
1542883312339780800,-14.1734800339,65.3102035522,127.98323822
1542883312344894816,-14.2638845444,65.434425354,127.477577209
1542883312350022944,-14.3362083435,65.5338058472,127.073051453
1542883312355105344,-14.3940668106,65.6133041382,126.749427795
1542883312360155392,-14.1161727905,65.3827590942,127.331787109
1542883312365269440,-13.8938570023,65.1983261108,127.797668457
1542883312370362720,-13.7160043716,65.0507736206,128.170379639
1542883312375743872,-13.5737228394,64.9327316284,128.468551636
1542883312382251424,-13.4598970413,64.8383026123,128.707077026
1542883312385294016,-13.9045362473,65.0686645508,128.655075073
1542883312390505376,-14.2602481842,65.2529525757,128.613464355
1542883312395650016,-14.5448169708,65.4003829956,128.580184937
1542883312400717760,-14.7724723816,65.5183258057,128.55355835
1542883312405819104,-14.9545965195,65.6126785278,128.53225708
1542883312410901568,-14.8461036682,64.7776107788,128.317855835
1542883312416035744,-14.759308815,64.1095581055,128.146331787
1542883312418888640,-14.6898727417,63.5751152039,128.009124756
1542883312423953728,-14.6343240738,63.1475639343,127.899353027
1542883312429067840,-14.5898857117,62.8055229187,127.811538696
1542883312434276320,-14.1476163864,63.4361419678,128.195358276
1542883312439411296,-13.7938013077,63.9406356812,128.502410889
1542883312444516864,-13.5107488632,64.3442306519,128.748062134
1542883312449613952,-13.2843065262,64.6671066284,128.944580078
1542883312454667296,-13.1031532288,64.9254074097,129.101791382
1542883312459780832,-13.6172103882,64.9876403809,128.968948364
1542883312464873408,-14.0284557343,65.0374298096,128.862670898
1542883312469975008,-14.3574523926,65.0772628784,128.777648926
1542883312475104480,-14.6206493378,65.10912323,128.709640503
1542883312480226240,-14.8312072754,65.1346130371,128.655227661
1542883312485830272,-14.4794960022,64.8463897705,128.648330688
1542883312490954592,-14.1981267929,64.6158065796,128.642807007
1542883312496093888,-13.9730319977,64.4313430786,128.638381958
1542883312498980160,-13.7929563522,64.2837677002,128.634841919
1542883312504056416,-13.6488952637,64.1657104492,128.632019043
1542883312511390880,-13.5413722992,64.674079895,128.637329102
1542883312514263488,-13.4553537369,65.0807800293,128.641571045
1542883312519319840,-13.3865394592,65.4061355591,128.644973755
1542883312524389440,-13.3314876556,65.6664199829,128.647689819
1542883312529497568,-13.287446022,65.8746490479,128.649856567
1542883312534683648,-13.3929662704,65.7389068604,128.431503296
1542883312539880480,-13.4773826599,65.630317688,128.256820679
1542883312544994432,-13.5449151993,65.5434417725,128.117080688
1542883312550168608,-13.598941803,65.4739456177,128.005279541
1542883312555274624,-13.6421632767,65.4183425903,127.915840149
1542883312560351072,-13.6669921875,65.8286972046,128.056167603
1542883312565458528,-13.6868553162,66.1569824219,128.168441772
1542883312570573856,-13.7027454376,66.4196090698,128.258255005
1542883312575756768,-13.7154579163,66.6297073364,128.330108643
1542883312581088384,-13.7256278992,66.7977905273,128.387588501
1542883312586363936,-14.0977153778,66.337562561,128.601898193
1542883312589268928,-14.3953857422,65.9693756104,128.773345947
1542883312594418400,-14.6335220337,65.6748275757,128.910507202
1542883312599521664,-14.8240308762,65.4391937256,129.020233154
1542883312604717824,-14.9764375687,65.2506866455,129.108016968
1542883312609848768,-14.726685524,65.0917510986,129.002349854
1542883312614935136,-14.526884079,64.9645996094,128.917816162
1542883312620051616,-14.3670425415,64.8628845215,128.850189209
1542883312625361216,-14.2391691208,64.7815093994,128.796081543
1542883312630565984,-14.1368703842,64.7164077759,128.752792358
1542883312635928064,-14.1704940796,64.8195495605,128.916168213
1542883312641091136,-14.1973924637,64.9020690918,129.046859741
1542883312643958496,-14.218911171,64.9680786133,129.151412964
1542883312649071488,-14.236125946,65.0208892822,129.235061646
1542883312654163104,-14.2498979568,65.0631408691,129.301971436
1542883312661551456,-14.3192243576,64.7846603394,128.526885986
1542883312664413376,-14.3746852875,64.5618743896,127.906822205
1542883312669516192,-14.4190540314,64.3836517334,127.410766602
1542883312674640128,-14.4545488358,64.2410736084,127.013923645
1542883312679787648,-14.4829454422,64.1270065308,126.69644928
1542883312684998496,-14.4803705215,64.4933013916,126.860565186
1542883312690135392,-14.478310585,64.7863388062,126.991859436
1542883312695229952,-14.4766626358,65.0207672119,127.096893311
1542883312700379968,-14.4753446579,65.2083129883,127.180923462
1542883312705510816,-14.4742898941,65.3583450317,127.248146057
1542883312710600608,-14.2919492722,65.0326080322,127.924972534
1542883312715678848,-14.1460771561,64.7720184326,128.466430664
1542883312720725184,-14.029378891,64.5635452271,128.899597168
1542883312726140192,-13.9360208511,64.3967666626,129.246139526
1542883312729041408,-13.861333847,64.263343811,129.523376465
1542883312736541056,-14.104429245,64.0013580322,129.104431152
1542883312739502176,-14.2989063263,63.7917671204,128.769271851
1542883312744628256,-14.4544878006,63.6240959167,128.501144409
1542883312749718304,-14.5789527893,63.4899597168,128.286651611
1542883312754810368,-14.678524971,63.382648468,128.11505127
1542883312759896576,-14.4397945404,63.4547691345,128.824707031
1542883312764975520,-14.2488107681,63.5124664307,129.392425537
1542883312770087680,-14.0960235596,63.5586242676,129.846603394
1542883312775314016,-13.9737939835,63.5955505371,130.209945679
1542883312780617184,-13.8760099411,63.6250915527,130.50062561
1542883312785878208,-14.1317138672,63.4880371094,129.680023193
1542883312791016416,-14.3362770081,63.3783950806,129.023544312
1542883312796097664,-14.4999275208,63.2906799316,128.49836731
1542883312801219904,-14.6308479309,63.2205085754,128.078216553
1542883312804109312,-14.735584259,63.1643714905,127.742095947
1542883312811419008,-14.4204721451,63.4181785583,127.713500977
1542883312814289952,-14.1683826447,63.6212234497,127.690628052
1542883312819369632,-13.9667110443,63.7836608887,127.672332764
1542883312824430848,-13.8053731918,63.913608551,127.657691956
1542883312830480352,-13.6763029099,64.0175704956,127.645980835
1542883312835657536,-13.8292627335,63.9536399841,127.614517212
1542883312840846880,-13.9516305923,63.9024963379,127.58934021
1542883312845943520,-14.0495243073,63.861579895,127.569198608
1542883312850997600,-14.1278390884,63.8288459778,127.553085327
1542883312856087648,-14.1904916763,63.8026618958,127.54019928
1542883312861205472,-14.3522129059,63.6355285645,127.724105835
1542883312866341760,-14.481590271,63.5018234253,127.871231079
1542883312869225664,-14.5850915909,63.394859314,127.988929749
1542883312874315520,-14.6678924561,63.3092880249,128.083084106
1542883312879474048,-14.7341337204,63.2408294678,128.158416748
1542883312884672416,-14.5328426361,63.4838638306,128.242660522
1542883312889806912,-14.3718090057,63.6782913208,128.310058594
1542883312894960448,-14.2429828644,63.8338356018,128.363983154
1542883312900072288,-14.1399211884,63.9582710266,128.407119751
1542883312905156160,-14.057472229,64.0578155518,128.441635132
1542883312910251616,-14.0362100601,63.9785995483,127.848724365
1542883312915336064,-14.019200325,63.9152259827,127.374397278
1542883312920449216,-14.0055923462,63.8645248413,126.994934082
1542883312925719488,-13.9947061539,63.82396698,126.691360474
1542883312930939808,-13.9859972,63.791519165,126.448501587
1542883312936296672,-13.7722425461,63.77734375,127.29536438
1542883312939213216,-13.6012382507,63.7660064697,127.972854614
1542883312944298496,-13.4644346237,63.7569351196,128.514846802
1542883312949420192,-13.3549919128,63.7496795654,128.948440552
1542883312954535808,-13.2674379349,63.7438735962,129.295318604
1542883312959629888,-13.8932542801,64.0414962769,128.907455444
1542883312964741568,-14.393907547,64.2795944214,128.597167969
1542883312969835328,-14.7944297791,64.4700775146,128.348937988
1542883312975060768,-15.1148471832,64.6224594116,128.150360107
1542883312980321952,-15.371181488,64.7443695068,127.991493225
1542883312985620128,-15.1696224213,64.5377960205,128.097137451
1542883312990740736,-15.0083751678,64.3725357056,128.181640625
1542883312995936544,-14.8793773651,64.2403259277,128.249252319
1542883313001043200,-14.7761793137,64.1345596313,128.303344727
1542883313006159808,-14.6936206818,64.049949646,128.346618652
1542883313011313408,-14.4207849503,63.9940452576,129.42237854
1542883313016418144,-14.2025165558,63.9493217468,130.282989502
1542883313019290944,-14.0279016495,63.9135437012,130.971481323
1542883313024358240,-13.8882102966,63.8849182129,131.522262573
1542883313029463872,-13.7764568329,63.8620185852,131.962890625
1542883313034767488,-14.0384588242,63.8310012817,131.057937622
1542883313040014176,-14.2480611801,63.806186676,130.333969116
1542883313045231584,-14.4157428741,63.7863349915,129.754806519
1542883313050342944,-14.5498876572,63.7704544067,129.291473389
1542883313055579104,-14.6572036743,63.7577514648,128.920806885
1542883313060759424,-14.0510597229,63.7467269897,129.293411255
1542883313065922208,-13.5661449432,63.7379074097,129.591491699
1542883313071130784,-13.1782131195,63.7308502197,129.829956055
1542883313076421920,-12.8678674698,63.7252044678,130.020736694
1542883313079326784,-12.6195907593,63.7206878662,130.173355103
1542883313087459008,-12.9819612503,63.5654296875,129.634521484
1542883313090358048,-13.2718572617,63.4412231445,129.203460693
1542883313095454624,-13.5037746429,63.3418579102,128.858612061
1542883313100539552,-13.6893081665,63.2623634338,128.582733154
1542883313105656096,-13.8377351761,63.1987686157,128.362030029
1542883313110762624,-13.829334259,63.2967948914,128.197463989
1542883313115919168,-13.8226137161,63.3752174377,128.065811157
1542883313120988672,-13.817237854,63.437953949,127.960479736
1542883313126123776,-13.8129367828,63.4881439209,127.876220703
1542883313131286912,-13.8094959259,63.5282974243,127.808807373
1542883313136474784,-13.6815328598,63.8600234985,127.768768311
1542883313139388896,-13.5791625977,64.1254043579,127.736732483
1542883313144501728,-13.4972658157,64.3377075195,127.711105347
1542883313149604192,-13.4317483902,64.5075531006,127.690605164
1542883313154773216,-13.3793344498,64.6434249878,127.674201965
1542883313159887776,-13.5916872025,64.4543228149,127.63709259
1542883313165052768,-13.7615699768,64.3030395508,127.607406616
1542883313170153664,-13.8974761963,64.1820144653,127.583656311
1542883313175277056,-14.0062007904,64.0851974487,127.564651489
1542883313180623392,-14.0931806564,64.0077438354,127.549453735
1542883313185923136,-13.9084806442,64.2435836792,127.561286926
1542883313191057632,-13.760720253,64.4322509766,127.570747375
1542883313196104896,-13.6425123215,64.5831832886,127.578315735
1542883313201561440,-13.5479459763,64.7039337158,127.584373474
1542883313204649856,-13.4722929001,64.80052948,127.58921814
1542883313209835072,-13.5058946609,64.5836410522,127.991622925
1542883313214944800,-13.5327758789,64.4101257324,128.313552856
1542883313220076992,-13.5542812347,64.2713165283,128.571090698
1542883313225202816,-13.5714855194,64.1602706909,128.777114868
1542883313230537472,-13.5852489471,64.071434021,128.941940308
1542883313235707712,-13.4497117996,63.8505706787,129.288223267
1542883313240879712,-13.3412818909,63.6738815308,129.565246582
1542883313246022560,-13.2545385361,63.5325317383,129.786865234
1542883313251350784,-13.1851434708,63.4194488525,129.964157104
1542883313256481472,-13.1296272278,63.3289833069,130.105987549
1542883313261856160,-12.9463920593,63.7096405029,130.441452026
1542883313264871360,-12.7998046875,64.0141677856,130.709823608
1542883313269957280,-12.6825342178,64.2577896118,130.924514771
1542883313275241216,-12.5887184143,64.4526824951,131.0962677
1542883313280425024,-12.5136651993,64.6085968018,131.233673096
1542883313286165248,-12.833117485,64.135925293,131.305709839
1542883313291297024,-13.0886793137,63.7577857971,131.363342285
1542883313296379200,-13.2931289673,63.4552726746,131.409454346
1542883313301514560,-13.4566888809,63.2132644653,131.446334839
1542883313306613888,-13.5875368118,63.019657135,131.475845337
1542883313311703136,-13.5020341873,63.302406311,130.700500488
1542883313314580832,-13.433631897,63.5286064148,130.080230713
1542883313319661312,-13.3789100647,63.709564209,129.584014893
1542883313324715648,-13.3351325989,63.8543319702,129.187042236
1542883313329870144,-13.300110817,63.9701461792,128.86946106
1542883313335105056,-13.7515068054,63.6233329773,128.981719971
1542883313340384832,-14.1126241684,63.3458824158,129.071533203
1542883313345528256,-14.401517868,63.1239204407,129.143386841
1542883313350633600,-14.6326332092,62.9463539124,129.200866699
1542883313355732640,-14.81752491,62.8042984009,129.246841431
1542883313360813408,-14.3356132507,62.6789245605,129.127929688
1542883313365880448,-13.9500837326,62.5786247253,129.032806396
1542883313370987904,-13.6416606903,62.4983863831,128.956710815
1542883313376123776,-13.3949222565,62.4341926575,128.895828247
1542883313381663232,-13.1975307465,62.3828392029,128.847122192
1542883313386884832,-13.303560257,62.7974739075,128.793624878
1542883313389740512,-13.3883838654,63.1291809082,128.750839233
1542883313394917248,-13.4562425613,63.3945465088,128.716598511
1542883313400039904,-13.5105295181,63.6068382263,128.689208984
1542883313405123488,-13.5539588928,63.7766723633,128.667297363
1542883313410422048,-13.6197881699,63.9071044922,128.237350464
1542883313415514400,-13.672451973,64.0114517212,127.89339447
1542883313420606368,-13.7145824432,64.0949249268,127.618232727
1542883313425768320,-13.7482872009,64.1617050171,127.398101807
1542883313430960128,-13.7752504349,64.215133667,127.222000122
1542883313436187424,-13.9239635468,64.1089706421,127.069122314
1542883313441353568,-14.0429334641,64.0240402222,126.946815491
1542883313446507584,-14.1381101608,63.9560966492,126.848976135
1542883313449607456,-14.2142515182,63.9017448425,126.770698547
1542883313454714304,-14.2751646042,63.8582611084,126.708076477
1542883313462044768,-14.0035762787,63.8307380676,127.50302124
1542883313465075200,-13.7863054276,63.808719635,128.138977051
1542883313470594336,-13.6124887466,63.7911071777,128.647735596
1542883313476235232,-13.4734354019,63.777015686,129.054748535
1542883313481456736,-13.3621931076,63.7657432556,129.380355835
1542883313486639072,-13.6915054321,63.7566986084,129.198120117
1542883313489539104,-13.954955101,63.7494621277,129.052337646
1542883313494682368,-14.1657152176,63.7436752319,128.935699463
1542883313499764256,-14.3343229294,63.7390441895,128.842391968
1542883313504867456,-14.469209671,63.7353401184,128.767745972
1542883313510011808,-13.8734416962,64.0356369019,129.587158203
1542883313515117216,-13.3968276978,64.2758789062,130.24269104
1542883313520293440,-13.0155363083,64.4680709839,130.767120361
1542883313525624128,-12.7105026245,64.6218261719,131.186660767
1542883313530826720,-12.4664764404,64.7448272705,131.522293091
1542883313536140960,-12.9613208771,64.6933898926,131.119766235
1542883313541316000,-13.3571968079,64.6522369385,130.797744751
1542883313546452768,-13.6738977432,64.6193161011,130.540130615
1542883313551580096,-13.9272584915,64.5929794312,130.33404541
1542883313556687584,-14.1299467087,64.5719070435,130.169174194
1542883313561801376,-13.9029445648,64.39894104,130.065689087
1542883313564706560,-13.7213430405,64.2605667114,129.982894897
1542883313569892256,-13.5760622025,64.1498641968,129.916671753
1542883313575192160,-13.4598369598,64.0613021851,129.863693237
1542883313580900384,-13.366856575,63.9904518127,129.821304321
1542883313586727136,-13.4370889664,63.9328613281,129.571090698
1542883313589782464,-13.4932746887,63.8867874146,129.370910645
1542883313594894688,-13.5382232666,63.8499298096,129.210769653
1542883313599996928,-13.5741825104,63.8204421997,129.08265686
1542883313605106112,-13.6029491425,63.7968521118,128.980163574
1542883313610266912,-13.7200880051,63.4838104248,129.296707153
1542883313615335040,-13.8137989044,63.2333755493,129.549942017
1542883313620445408,-13.8887672424,63.0330276489,129.7525177
1542883313625959328,-13.9487419128,62.8727493286,129.914581299
1542883313631103008,-13.9967222214,62.7445259094,130.044235229
1542883313636342752,-13.5440120697,63.3855400085,129.991622925
1542883313641543872,-13.1818437576,63.8983535767,129.949523926
1542883313647169344,-12.8921089172,64.3086013794,129.915847778
1542883313650189568,-12.6603212357,64.6368026733,129.888916016
1542883313655382432,-12.4748916626,64.8993606567,129.867370605
1542883313660617600,-13.1262807846,64.6626815796,129.371414185
1542883313666018528,-13.6473913193,64.4733352661,128.974655151
1542883313671130912,-14.0642805099,64.3218612671,128.657241821
1542883313677063968,-14.3977918625,64.2006759644,128.403320312
1542883313680114720,-14.6646003723,64.103729248,128.200180054
1542883313685343744,-14.2995815277,64.0298309326,128.902908325
1542883313690533952,-14.007566452,63.9707107544,129.465087891
1542883313695642496,-13.7739543915,63.9234161377,129.914840698
1542883313700738112,-13.587064743,63.8855819702,130.274642944
1542883313705819680,-13.4375534058,63.8553123474,130.562484741
1542883313710902464,-13.630446434,64.4293670654,130.161499023
1542883313716145024,-13.7847604752,64.8886108398,129.840698242
1542883313721556928,-13.9082117081,65.2560043335,129.584060669
1542883313724901376,-14.0069723129,65.5499191284,129.378753662
1542883313730225888,-14.085981369,65.7850570679,129.214508057
1542883313735517472,-13.9774398804,65.0725708008,129.494277954
1542883313740650080,-13.8906068802,64.5025787354,129.718093872
1542883313745791936,-13.8211402893,64.046585083,129.897155762
1542883313750917024,-13.7655668259,63.6817932129,130.040405273
1542883313756025696,-13.7211084366,63.389957428,130.154998779
1542883313761131776,-13.2768917084,63.9100379944,130.698852539
1542883313766255200,-12.9215183258,64.3261032104,131.13394165
1542883313771470304,-12.6372203827,64.6589508057,131.482009888
1542883313776595776,-12.409781456,64.9252319336,131.760467529
1542883313781740672,-12.2278308868,65.1382598877,131.983230591
1542883313786942016,-12.926700592,64.7030944824,131.062210083
1542883313789815040,-13.4857959747,64.3549575806,130.325393677
1542883313794871200,-13.9330720901,64.0764541626,129.735946655
1542883313800079744,-14.2908935547,63.8536491394,129.264389038
1542883313805233440,-14.5771503448,63.675403595,128.887145996
1542883313810319040,-14.1316337585,63.6799316406,129.050170898
1542883313815452544,-13.7752199173,63.683555603,129.180587769
1542883313820833792,-13.4900894165,63.6864547729,129.284927368
1542883313826073152,-13.2619848251,63.6887741089,129.368392944
1542883313831553152,-13.079501152,63.6906280518,129.435165405
1542883313837358368,-13.3324155807,63.3933944702,129.248291016
1542883313840262528,-13.5347471237,63.1556091309,129.0987854
1542883313845584160,-13.6966123581,62.9653816223,128.979187012
1542883313850701344,-13.8261041641,62.8131980896,128.883499146
1542883313855800032,-13.9296979904,62.6914520264,128.806945801
1542883313860961120,-14.0164356232,62.8954620361,128.74949646
1542883313866055904,-14.0858259201,63.0586700439,128.703536987
1542883313871144672,-14.1413383484,63.1892356873,128.666763306
1542883313876349632,-14.1857481003,63.2936897278,128.63734436
1542883313881586208,-14.2212753296,63.3772544861,128.613815308
1542883313886877056,-14.1225557327,63.593006134,128.60697937
1542883313891974656,-14.0435800552,63.7656059265,128.601516724
1542883313897042848,-13.9803991318,63.9036865234,128.59715271
1542883313899924320,-13.929854393,64.0141525269,128.593658447
1542883313905037216,-13.889418602,64.1025238037,128.590866089
1542883313912356320,-13.8570699692,64.1732177734,128.588623047
1542883313915252576,-13.8311910629,64.2297744751,128.586837769
1542883313920340224,-13.8104877472,64.2750244141,128.585403442
1542883313925461632,-13.7939252853,64.3112182617,128.584259033
1542883313930704736,-13.7806758881,64.3401794434,128.583343506
1542883313935771488,-13.7836875916,64.2099227905,128.374511719
1542883313940906688,-13.7860965729,64.10572052,128.207443237
1542883313946091584,-13.7880239487,64.022354126,128.073791504
1542883313951183136,-13.78956604,63.9556617737,127.96686554
1542883313956320736,-13.7907991409,63.9023094177,127.881324768
1542883313961421568,-13.5733184814,64.1755371094,129.064025879
1542883313966509792,-13.3993339539,64.3941192627,130.010192871
1542883313971624320,-13.2601461411,64.5689849854,130.767120361
1542883313976769344,-13.1487960815,64.7088775635,131.372665405
1542883313981945152,-13.059715271,64.8207931519,131.85710144
1542883313987221984,-13.3515348434,64.59349823,130.777206421
1542883313990278784,-13.5849905014,64.4116668701,129.913284302
1542883313995407456,-13.7717552185,64.2661972046,129.22215271
1542883314000528384,-13.9211673737,64.1498260498,128.669235229
1542883314005648256,-14.0406970978,64.0567245483,128.226913452
1542883314010815840,-14.0741491318,63.9931144714,128.697891235
1542883314015947264,-14.1009101868,63.9422264099,129.074661255
1542883314021026080,-14.1223192215,63.9015159607,129.376083374
1542883314026127712,-14.1394462585,63.8689498901,129.617218018
1542883314031498432,-14.1531486511,63.8428955078,129.810134888
1542883314036997216,-14.1971282959,63.9673194885,129.553939819
1542883314040082496,-14.2323112488,64.0668563843,129.348983765
1542883314045351072,-14.2604579926,64.1464920044,129.185012817
1542883314051291008,-14.2829751968,64.2101974487,129.053833008
1542883314056430304,-14.300989151,64.2611618042,128.948898315
1542883314061580960,-14.1824636459,63.9987220764,128.871261597
1542883314066728032,-14.0876436234,63.788772583,128.809158325
1542883314072051392,-14.0117874146,63.6208114624,128.759475708
1542883314075598944,-13.9511022568,63.4864425659,128.719726562
1542883314082718144,-13.902554512,63.3789482117,128.687927246
1542883314085811488,-13.8695106506,63.7450675964,128.668167114
