#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1542883311853910432,-0.0158545169979,-0.013456354849,-0.0523598752916,0.14844050293,9.74200655518,4.6327802124
1542883311859068192,-0.019318530336,0.00346401217394,-0.0500949472189,0.775721337891,8.83220992432,4.17788189697
1542883311864322560,-0.0163874421269,-0.020784072578,-0.0527595691383,1.05105452881,8.37970581055,4.43645567627
1542883311869453728,-0.0178529862314,0.00652833050117,-0.0482297092676,1.18034141846,8.00142194824,4.71178886719
1542883311874556416,-0.0163874421269,-0.0273124035448,-0.0514272563159,0.222660754395,8.97586202393,3.6894647583
1542883311879997472,-0.0115911178291,0.00586217455566,-0.0483629405499,1.72382519531,8.95192000732,6.1171852417
1542883311885423040,-0.0169203672558,-0.0174532923847,-0.0518269501626,0.967257470703,8.38449421387,4.23534273682
1542883311890603488,-0.0130566610023,0.00199846853502,-0.0514272563159,0.845153186035,8.10916102295,4.61841500244
1542883311893523552,-0.0147886676714,-0.00759418075904,-0.0514272563159,0.902614025879,8.34139858398,4.29519777832
1542883311898623776,-0.0159877482802,-0.00692802434787,-0.04956202209,1.02711251221,8.96867941895,5.27921466064
1542883311903735104,-0.0166539046913,0.00159877492115,-0.0484961718321,1.62326872559,8.17859287109,4.48194550781
1542883311908815744,-0.017053598538,-0.0183859113604,-0.0487626343966,0.0837970581055,8.36773480225,3.56017786865
1542883311913888064,-0.00812710542232,0.00985911209136,-0.0460980087519,1.40779057617,8.68376942139,4.87698878174
1542883311918983392,-0.0138560486957,-0.0191852990538,-0.0498284846544,0.390254870605,9.08599530029,4.9152960083
1542883311924063904,-0.0115911178291,0.00692802434787,-0.0475635528564,1.06063133545,8.41561883545,5.51145222168
1542883311929398912,-0.0146554363891,-0.0171868298203,-0.0508943349123,-0.172382519531,9.62947907715,4.24731374512
1542883311934556288,-0.0129234297201,0.00066615617834,-0.047297090292,0.553060583496,9.03332286377,5.08289012451
1542883311939737920,-0.0137228174135,-0.00706125563011,-0.0471638590097,1.01514150391,8.57363614502,4.58729038086
1542883311944887776,-0.0218499228358,-0.0191852990538,-0.0483629405499,0.260967980957,8.54729992676,3.41173736572
1542883311950065056,-0.00786064285785,0.00159877492115,-0.0470306277275,1.61369191895,9.11472572021,5.11880314941
1542883311955179648,-0.0161209795624,-0.0130566610023,-0.0484961718321,1.49877023926,7.43878455811,4.81473953857
1542883311960310176,-0.012656968087,-0.00386370602064,-0.045032158494,1.93690914307,7.09401951904,4.09408483887
1542883311965397344,-0.0150551302359,-0.0145222051069,-0.0479632467031,0.366312854004,9.14106193848,4.54180054932
1542883311970515456,-0.00786064285785,-0.00466309348121,-0.0462312400341,2.2170307373,8.26478413086,6.1890112915
1542883311975884192,-0.0145222051069,-0.00239816238172,-0.0455650836229,1.10372696533,7.98226833496,6.1171852417
1542883311978760928,-0.0141225112602,-0.0102588050067,-0.0479632467031,1.00077629395,7.86016405029,3.17949980469
1542883311984051744,-0.0125237368047,-0.00479632476345,-0.0444992333651,0.775721337891,8.35576379395,4.66390483398
1542883311989258048,-0.0130566610023,-0.00386370602064,-0.0474303215742,1.43173259277,8.79150849609,4.62320340576
1542883311994398208,-0.0145222051069,-0.0110581927001,-0.0458315461874,0.46686932373,7.97747993164,4.70700046387
1542883311999541120,-0.0165206734091,-0.00492955604568,-0.0463644713163,1.09893856201,8.54729992676,4.15393988037
1542883312004640768,-0.00719448691234,-0.012656968087,-0.0458315461874,0.282515795898,8.43477244873,5.00866987305
1542883312009722496,-0.0150551302359,-0.000799387460575,-0.047297090292,1.8866309082,7.69975253906,5.10922634277
1542883312014868768,-0.0123905055225,-0.0197182241827,-0.0479632467031,0.60573302002,7.27837304687,3.62482131348
1542883312019937760,-0.0138560486957,0.00599540583789,-0.0446324646473,1.20428343506,8.66222160645,3.79241542969
1542883312025192480,-0.00945941824466,-0.0130566610023,-0.0488958656788,0.797269152832,8.43956085205,4.13718046875
1542883312030432384,-0.0154548240826,-0.00506278686225,-0.0442327708006,1.01753570557,7.81946262207,4.88417138672
1542883312035579552,-0.0129234297201,-0.00226493109949,-0.0435666143894,1.43173259277,7.81228001709,3.33272871094
1542883312038566272,-0.0158545169979,-0.0174532923847,-0.0425007641315,0.366312854004,6.6941878418,3.26569106445
1542883312043662144,-0.0118575803936,0.00492955604568,-0.0436998456717,1.90339031982,7.17542237549,4.85304676514
1542883312048725088,-0.0135895861313,-0.0211837664247,-0.0482297092676,1.06302553711,7.0605006958,3.88339509277
1542883312053844000,-0.0110581927001,0.00799387414008,-0.0440995395184,1.96324536133,8.22168850098,5.20738861084
1542883312058932736,-0.0114578865469,-0.0211837664247,-0.046764165163,0.91697923584,7.66623371582,3.85705887451
1542883312064024832,-0.0110581927001,0.000932618684601,-0.0419678390026,1.57777889404,8.49702169189,5.01345827637
1542883312069143040,-0.012124042958,-0.00999234244227,-0.0479632467031,1.25695587158,9.06684168701,4.28322677002
1542883312074223008,-0.0146554363891,-0.00479632476345,-0.045032158494,0.91458503418,8.39885942383,4.81952794189
1542883312079347840,-0.0143889738247,-0.00106584990863,-0.0447656959295,0.854729992676,8.44195505371,4.95839163818
1542883312084708544,-0.0153215928003,-0.0142557425424,-0.0440995395184,0.203507141113,8.78193168945,4.656722229
1542883312089852960,-0.0131898922846,0.00786064285785,-0.038637060672,1.61129771729,9.12430252686,5.28639726562
1542883312094977312,-0.0143889738247,-0.0163874421269,-0.0442327708006,0.665588061523,8.82023891602,4.2544963501
1542883312100075712,-0.00866003055125,0.00386370602064,-0.0402358323336,1.82198746338,8.47547387695,4.9152960083
1542883312105291872,-0.0159877482802,-0.0138560486957,-0.0423675328493,0.943315454102,7.80270321045,3.86184727783
1542883312110367200,-0.0102588050067,-0.0063950996846,-0.042767226696,0.981622680664,7.59440766602,4.51546433105
1542883312115425600,-0.0137228174135,-0.00586217455566,-0.0421010702848,1.01753570557,8.52814631348,4.66629903564
1542883312120501408,-0.00799387414008,-0.00812710542232,-0.0417013764381,0.754173522949,7.80509741211,4.5968671875
1542883312125779904,-0.00932618696243,-0.00826033670455,-0.0409019887447,0.656011254883,9.44991395264,4.6088381958
1542883312128668544,-0.0111914239824,-0.00599540583789,-0.0419678390026,0.691924279785,8.46589707031,5.49708701172
1542883312136075744,-0.0125237368047,-0.00772741204128,-0.0413016825914,1.91775552979,8.06606539307,3.81396324463
1542883312138973792,-0.0146554363891,-0.0109249614179,-0.0414349138737,-0.347159240723,8.6047607666,3.97437475586
1542883312144041472,-0.00959264952689,-0.00679479306564,-0.0402358323336,0.802057556152,9.86171663818,4.3023803833
1542883312149158848,-0.0125237368047,-0.00559571199119,-0.0419678390026,0.76135612793,9.13627353516,4.87220037842
1542883312154232608,-0.012124042958,-0.00706125563011,-0.0440995395184,0.794874951172,7.82903942871,3.95043273926
1542883312159385056,-0.0137228174135,-0.0066615617834,-0.0443660020828,1.14442839355,9.84495722656,4.48433970947
1542883312164484416,-0.0133231235668,-0.00466309348121,-0.0426339954138,1.52510645752,7.76200178223,4.35744702148
1542883312169585120,-0.012124042958,-0.00226493109949,-0.043300151825,0.857124194336,9.49300958252,4.92008441162
1542883312174782592,-0.0101255737245,-0.00399693707004,-0.0414349138737,0.667982263184,8.97346782227,4.85065256348
1542883312179969888,-0.0118575803936,-0.00466309348121,-0.0409019887447,0.76135612793,7.6853873291,4.44842668457
1542883312185302560,-0.0209173038602,-0.00652833050117,-0.0430336892605,0.0814028564453,7.87452926025,2.58813199463
1542883312190459840,-0.00706125563011,-0.00612863712013,-0.0417013764381,0.591367810059,9.62229647217,3.77326181641
1542883312195571680,-0.0107917301357,0.000532924954314,-0.0406355261803,0.972045874023,9.35654008789,5.36061751709
1542883312200685344,-0.00945941824466,-0.00626186840236,-0.0397029109299,1.09175595703,7.96311472168,4.41969626465
1542883312205758304,-0.0129234297201,-0.00679479306564,-0.0431669205427,-0.229843359375,10.2711251221,3.22020123291
1542883312210822080,-0.0102588050067,-0.0066615617834,-0.0413016825914,0.45729251709,9.440337146,5.20020600586
1542883312213709120,-0.0105252675712,-0.000799387460575,-0.0378376729786,0.979228479004,9.1578213501,4.85304676514
1542883312218800064,-0.0166539046913,-0.00972588080913,-0.0426339954138,0.600944616699,8.68376942139,3.82114584961
1542883312223899264,-0.0129234297201,-0.00786064285785,-0.0398361384869,0.411802685547,9.24880101318,4.0078935791
1542883312229015264,-0.0135895861313,-0.00466309348121,-0.0415681451559,1.68312376709,8.2264769043,5.11401474609
1542883312234177664,-0.0149218989536,-0.00799387414008,-0.0382373668253,0.751779321289,9.44751975098,4.69742365723
1542883312239321888,-0.0117243491113,-0.0037304747384,-0.0402358323336,1.03190091553,9.2535894165,4.69502945557
1542883312244446368,-0.0145222051069,-0.00972588080913,-0.0389035232365,0.742202514648,8.65503900146,4.76685550537
1542883312249541664,-0.0115911178291,-0.00719448691234,-0.039169985801,0.76135612793,10.4674496582,4.58968458252
1542883312254638048,-0.0143889738247,-0.0114578865469,-0.0421010702848,0.217872351074,9.27274302979,4.8913539917
1542883312259751680,-0.0146554363891,0.0027978559956,-0.0423675328493,1.57777889404,8.9231895874,4.82431634521
1542883312264830560,-0.0147886676714,-0.0107917301357,-0.0419678390026,0.351947644043,10.2471831055,4.96796844482
1542883312269951680,-0.0174532923847,-0.00266462471336,-0.0395696796477,1.24019645996,8.5927897583,4.61841500244
1542883312275134464,-0.0113246552646,-0.00519601814449,-0.040502294898,0.825999572754,9.02135185547,3.86902988281
1542883312280325504,-0.0185191426426,-0.00732771819457,-0.039169985801,0.588973608398,9.42597193604,4.73812508545
1542883312285561120,-0.0145222051069,-0.000799387460575,-0.0397029109299,1.68791217041,9.18415756836,6.25604893799
1542883312290738496,-0.0182526800781,-0.0111914239824,-0.0389035232365,1.17315881348,7.90086547852,5.52102902832
1542883312295875424,-0.0159877482802,-0.00173200608697,-0.0389035232365,0.967257470703,9.03571706543,3.82832845459
1542883312298757824,-0.0158545169979,-0.0125237368047,-0.0385038293898,0.342370837402,8.41322463379,4.86501777344
1542883312303841312,-0.0185191426426,0.00559571199119,-0.0363721288741,1.80043964844,8.6287027832,5.06134230957
1542883312311153280,-0.0131898922846,-0.0177197549492,-0.040502294898,-0.0215478149414,9.71088193359,4.08211383057
1542883312314010688,-0.0165206734091,0.0027978559956,-0.0359724350274,1.5083470459,8.85854614258,4.85065256348
1542883312319081152,-0.0129234297201,-0.0107917301357,-0.0378376729786,0.711077893066,7.97269152832,4.18745870361
1542883312324167424,-0.0133231235668,-0.00492955604568,-0.036905054003,0.663193859863,9.46188496094,4.52264693604
1542883312329300864,-0.0135895861313,-0.0063950996846,-0.0362388975918,1.71664259033,8.91600698242,4.94163222656
1542883312334576704,-0.0151883615181,-0.000932618684601,-0.0359724350274,1.60650931396,9.29668504639,4.77643231201
1542883312339780800,-0.0141225112602,0.000932618684601,-0.0373047478497,1.13245738525,8.13789144287,4.30956298828
1542883312344894816,-0.0146554363891,-0.0135895861313,-0.0381041355431,0.952892260742,8.34139858398,4.91290180664
1542883312350022944,-0.0135895861313,0.00919295568019,-0.0371715165675,1.7669208252,9.87608184814,5.58088406982
1542883312355105344,-0.0177197549492,-0.0186523739249,-0.0414349138737,0.361524450684,8.99262143555,4.9392380249
1542883312360155392,-0.0161209795624,0.00759418075904,-0.0361056663096,1.2976572998,8.72686505127,5.35343491211
1542883312365269440,-0.0182526800781,-0.0153215928003,-0.0402358323336,0.646434448242,9.67018050537,3.72777198486
1542883312370362720,-0.0105252675712,0.0063950996846,-0.0366385914385,1.34314713135,9.89762966309,5.64792171631
1542883312375743872,-0.0159877482802,-0.00919295568019,-0.0366385914385,1.11569797363,8.17619866943,4.33350500488
1542883312382251424,-0.0147886676714,-0.0066615617834,-0.0375712104142,0.723048901367,8.85615194092,3.63439812012
1542883312385294016,-0.0110581927001,0.00173200608697,-0.0381041355431,0.730231506348,8.89685336914,4.61362659912
1542883312390505376,-0.012656968087,-0.0125237368047,-0.0377044416964,0.964863269043,7.42920775146,4.78361491699
1542883312395650016,-0.0137228174135,0.00839356798679,-0.0349065847695,0.964863269043,9.43794294434,4.96796844482
1542883312400717760,-0.0171868298203,-0.0231822356582,-0.0377044416964,-0.61530982666,8.85615194092,4.07971962891
1542883312405819104,-0.00985911209136,0.0161209795624,-0.0311761107296,1.11330377197,9.43554874268,5.45877978516
1542883312410901568,-0.0137228174135,-0.0169203672558,-0.036905054003,0.0526724365234,7.74524237061,4.19464130859
1542883312416035744,-0.0107917301357,0.00679479306564,-0.036905054003,1.30244570312,10.2591541138,4.25689055176
1542883312418888640,-0.0157212857157,-0.00213169981726,-0.0366385914385,0.344765039063,9.27034882812,5.17626398926
1542883312423953728,-0.0162542108446,-0.00239816238172,-0.0390367545187,1.28329208984,7.13232674561,4.70939466553
1542883312429067840,-0.0131898922846,0.00253139343113,-0.0393032170832,0.725443103027,9.91438907471,3.91451971436
1542883312434276320,-0.0171868298203,-0.00932618696243,-0.038637060672,1.11090957031,9.2416184082,4.65193382568
1542883312439411296,-0.0130566610023,0.00985911209136,-0.0362388975918,1.44609780273,8.95192000732,5.69341154785
1542883312444516864,-0.0189188364893,-0.0114578865469,-0.0379709042609,0.646434448242,9.61271966553,4.18745870361
1542883312449613952,-0.0141225112602,0.00426339963451,-0.0341071970761,1.2138602417,8.96389101563,4.37420643311
1542883312454667296,-0.0174532923847,-0.00546248070896,-0.0355727411807,0.469263525391,9.08838950195,4.30956298828
1542883312459780832,-0.00612863712013,-0.0018652373692,-0.0349065847695,0.644040246582,10.3477395752,5.5880666748
1542883312464873408,-0.0154548240826,-0.000932618684601,-0.035173047334,1.04866032715,8.49941589355,5.70538255615
1542883312469975008,-0.013989279978,0.000399693730287,-0.0355727411807,0.751779321289,8.79869110107,3.61045610352
1542883312475104480,-0.0141225112602,-0.00106584990863,-0.0377044416964,0.294486804199,8.04451757812,3.9959225708
1542883312480226240,-0.0158545169979,-0.00506278686225,-0.0383705981076,0.691924279785,8.47786807861,4.41011945801
1542883312485830272,-0.0115911178291,0.00479632476345,-0.0337075032294,1.34554133301,9.66299790039,4.74291348877
1542883312490954592,-0.0191852990538,-0.00652833050117,-0.0335742719471,-0.0885854614258,9.09796630859,3.67270534668
1542883312496093888,-0.00985911209136,0.00266462471336,-0.0350398160517,0.323217224121,9.54089361572,4.19703551025
1542883312498980160,-0.0173200611025,-0.0031975498423,-0.0326416529715,0.751779321289,9.4762501709,5.04218869629
1542883312504056416,-0.0107917301357,-0.00306431856006,-0.0339739657938,1.54904847412,9.19612857666,5.35822331543
1542883312511390880,-0.0166539046913,-0.00213169981726,-0.0338407345116,1.31441671143,8.74362446289,4.17548769531
1542883312514263488,-0.0135895861313,-0.00346401217394,-0.0350398160517,0.967257470703,7.36217010498,4.89614239502
1542883312519319840,-0.0154548240826,0.00173200608697,-0.0354395098984,1.11330377197,9.92636008301,4.34787021484
1542883312524389440,-0.0138560486957,0.00599540583789,-0.0350398160517,0.560243188477,8.54011732178,5.37258852539
1542883312529497568,-0.0157212857157,-0.00213169981726,-0.0330413468182,0.940921252441,7.99423934326,4.13957467041
1542883312534683648,-0.0171868298203,0.000133231238578,-0.0347733534873,1.15879360352,9.71806453857,3.86902988281
1542883312539880480,-0.0135895861313,0.00066615617834,-0.0306431856006,0.802057556152,9.88565865479,4.9152960083
1542883312544994432,-0.0155880553648,-0.00239816238172,-0.0331745781004,0.885854614258,7.90086547852,4.82431634521
1542883312550168608,-0.0127901993692,0.00386370602064,-0.0303767230362,0.952892260742,9.67736311035,5.21935961914
1542883312555274624,-0.0186523739249,-0.0178529862314,-0.0317090339959,0.325611425781,7.29273825684,3.30878669434
1542883312560351072,-0.0127901993692,0.0147886676714,-0.0291776414961,1.47482822266,8.85854614258,4.90811340332
1542883312565458528,-0.0201179161668,-0.0102588050067,-0.0379709042609,-0.0407014282227,8.214505896,2.60249720459
1542883312570573856,-0.0133231235668,0.00679479306564,-0.0331745781004,0.77332713623,9.41878933105,4.71897147217
1542883312575756768,-0.0129234297201,0.0066615617834,-0.0317090339959,0.361524450684,9.72045874023,4.41490786133
1542883312581088384,-0.013989279978,0.000266462477157,-0.0338407345116,0.0909796630859,8.2504189209,5.42286676025
1542883312586363936,-0.0167871359736,0.00879326183349,-0.0315758027136,1.25216746826,9.65820949707,5.5760956665
1542883312589268928,-0.0159877482802,-0.012124042958,-0.0326416529715,0.732625708008,7.39568892822,4.70700046387
1542883312594418400,-0.013989279978,0.0127901993692,-0.0277120973915,1.88184250488,7.22330640869,5.46596239014
1542883312599521664,-0.0165206734091,-0.0159877482802,-0.0339739657938,0.335188232422,8.48026228027,3.42370837402
1542883312604717824,-0.0117243491113,0.0167871359736,-0.0285114850849,1.74058460693,8.75559547119,5.1618987793
1542883312609848768,-0.0166539046913,-0.00119908119086,-0.0321087278426,0.840364782715,7.51539901123,3.75889660645
1542883312614935136,-0.0173200611025,0.00106584990863,-0.0335742719471,1.05105452881,9.33978067627,3.80438643799
1542883312620051616,-0.013989279978,0.0109249614179,-0.0321087278426,1.54186586914,8.47307967529,4.71418306885
1542883312625361216,-0.0143889738247,-0.0027978559956,-0.0338407345116,2.08295544434,6.72291826172,5.2097828125
1542883312630565984,-0.017053598538,0.010392036289,-0.0315758027136,1.47961662598,7.59440766602,4.06774862061
1542883312635928064,-0.0166539046913,-0.00905972439796,-0.0322419591248,0.574608398438,8.54251152344,3.92170231934
1542883312641091136,-0.0185191426426,0.0137228174135,-0.0277120973915,1.51313544922,7.79073220215,4.73094248047
1542883312643958496,-0.0166539046913,-0.012124042958,-0.0327748842537,0.814028564453,7.7332713623,3.46201560059
1542883312649071488,-0.0183859113604,0.0159877482802,-0.0289111789316,1.00077629395,7.8960770752,4.0318355957
1542883312654163104,-0.0143889738247,-0.000399693730287,-0.0321087278426,1.29526309814,8.08043060303,3.80917484131
1542883312661551456,-0.0153215928003,0.0109249614179,-0.0306431856006,0.92655604248,9.02614025879,5.19062919922
1542883312664413376,-0.0130566610023,0.00559571199119,-0.0309096481651,1.27132108154,8.66222160645,4.65193382568
1542883312669516192,-0.0167871359736,0.000532924954314,-0.0271791722625,1.37666595459,9.11951412354,4.67587584229
1542883312674640128,-0.0211837664247,0.00892649311572,-0.0281117912382,0.562637390137,8.6167317749,5.12837995605
1542883312679787648,-0.013456354849,-0.00532924942672,-0.0289111789316,1.64481654053,8.75798967285,4.50828172607
1542883312684998496,-0.0206508412957,0.0191852990538,-0.0255803987384,1.04147772217,9.28471403809,4.38378323975
1542883312690135392,-0.0130566610023,-0.00599540583789,-0.0337075032294,0.794874951172,9.79946739502,5.28639726562
1542883312695229952,-0.019318530336,0.0191852990538,-0.0261133220047,1.57059628906,9.05247647705,4.95839163818
1542883312700379968,-0.0158545169979,0.00239816238172,-0.0310428794473,0.0359130249023,8.21211169434,4.37660063477
1542883312705510816,-0.0183859113604,0.00572894327343,-0.0294441040605,0.909796630859,8.70531723633,3.78762702637
1542883312710600608,-0.020251147449,0.0137228174135,-0.0261133220047,0.873883605957,8.59518395996,4.8913539917
1542883312715678848,-0.0150551302359,-0.00159877492115,-0.0299770291895,0.270544787598,9.86171663818,4.40293685303
1542883312720725184,-0.0187856052071,0.0157212857157,-0.0267794784158,0.61770402832,8.35815799561,5.38216533203
1542883312726140192,-0.0151883615181,-0.00506278686225,-0.0266462471336,0.869095202637,8.67658681641,3.97676895752
1542883312729041408,-0.0227825418115,0.0209173038602,-0.0238483920693,1.14921679688,8.42519564209,4.13478626709
1542883312736541056,-0.0110581927001,-0.00932618696243,-0.0294441040605,0.797269152832,9.09317790527,4.49870491943
1542883312739502176,-0.0169203672558,0.024781011045,-0.0238483920693,2.13083947754,9.05965908203,6.36139381104
1542883312744628256,-0.0151883615181,-0.00546248070896,-0.0286447163671,1.592144104,7.71651195068,4.83868155518
1542883312749718304,-0.0195849929005,0.020251147449,-0.025713628158,0.964863269043,8.84657513428,4.63517441406
1542883312754810368,-0.0137228174135,0.00293108727783,-0.0269127096981,0.735019909668,9.44273134766,4.52025273438
1542883312759896576,-0.0195849929005,0.0161209795624,-0.0258468594402,0.488417138672,9.440337146,5.34864650879
1542883312764975520,-0.0182526800781,0.000399693730287,-0.0251807048917,0.869095202637,7.85537564697,4.93444962158
1542883312770087680,-0.0185191426426,0.00506278686225,-0.0250474736094,1.40779057617,7.721300354,4.43645567627
1542883312775314016,-0.0178529862314,0.00799387414008,-0.0267794784158,0.60573302002,8.87051715088,4.11563265381
1542883312780617184,-0.012124042958,0.012124042958,-0.0254471674562,1.51552965088,8.78672009277,5.92564910889
1542883312785878208,-0.0171868298203,0.00879326183349,-0.0221163854003,1.47722242432,7.58004245605,4.39814844971
1542883312791016416,-0.0154548240826,0.000799387460575,-0.024248085916,1.61848032227,8.06127698975,3.73974299316
1542883312796097664,-0.0138560486957,0.0162542108446,-0.0254471674562,0.478840332031,8.73404765625,4.83868155518
1542883312801219904,-0.019318530336,0.0066615617834,-0.0230490043759,1.55862528076,7.14908615723,4.71418306885
1542883312804109312,-0.0286447163671,0.0301102604717,-0.0435666143894,1.36708914795,9.80186159668,3.70382996826
1542883312811419008,-0.0219831541181,0.00253139343113,-0.0249142423272,0.888248815918,7.24006582031,3.71819517822
1542883312814289952,-0.013456354849,0.0167871359736,-0.0241148546338,1.66397015381,10.2112700806,5.1858407959
1542883312819369632,-0.0183859113604,0.00572894327343,-0.0235819295049,1.46525141602,7.27358464355,4.73573088379
1542883312824430848,-0.0146554363891,0.0159877482802,-0.024248085916,1.81959326172,8.62152017822,4.18506450195
1542883312830480352,-0.0179862175137,0.00985911209136,-0.0253139361739,0.119710083008,8.49941589355,4.20182391357
1542883312835657536,-0.0145222051069,0.017053598538,-0.0241148546338,1.26653267822,8.73644185791,5.03979449463
1542883312840846880,-0.0187856052071,0.0163874421269,-0.0255803987384,0.560243188477,8.56645354004,5.15950457764
1542883312845943520,-0.0203843787313,0.0027978559956,-0.0253139361739,0.533906970215,9.72524714355,3.67270534668
1542883312850997600,-0.0163874421269,0.0206508412957,-0.0219831541181,0.76614453125,8.48505068359,4.68545264893
1542883312856087648,-0.019318530336,0.00346401217394,-0.0223828479648,0.548272180176,8.09000740967,3.83551105957
1542883312861205472,-0.0131898922846,0.0165206734091,-0.0214502289891,0.337582434082,9.12909093018,5.44920297852
1542883312866341760,-0.0171868298203,0.00812710542232,-0.0219831541181,1.03429511719,8.99262143555,5.07810172119
1542883312869225664,-0.0173200611025,0.013989279978,-0.0221163854003,0.442927307129,7.92720169678,4.22816013184
1542883312874315520,-0.0131898922846,0.00932618696243,-0.0245145484805,1.11090957031,9.53849941406,3.72298358154
1542883312879474048,-0.0167871359736,0.0135895861313,-0.0239816233516,0.567425793457,8.58081875,4.38617744141
1542883312884672416,-0.013456354849,0.0183859113604,-0.024248085916,1.86747729492,8.35097539062,5.03979449463
1542883312889806912,-0.0223828479648,0.0063950996846,-0.0231822356582,0.478840332031,6.90487758789,3.04542451172
1542883312894960448,-0.0122572742403,0.0183859113604,-0.0231822356582,0.287304199219,10.1538092407,4.36941802979
1542883312900072288,-0.017586523667,0.0190520677716,-0.0219831541181,1.40539637451,9.03092866211,5.33667550049
1542883312905156160,-0.012656968087,0.00932618696243,-0.0223828479648,0.802057556152,8.75559547119,5.37258852539
1542883312910251616,-0.0163874421269,0.0231822356582,-0.0243813171983,1.5083470459,8.80347950439,4.13239206543
1542883312915336064,-0.0190520677716,0.00572894327343,-0.0235819295049,0.952892260742,7.74045396729,2.57137258301
1542883312920449216,-0.0146554363891,0.0278453286737,-0.022516079247,1.65439334717,8.83699832764,4.97754525146
1542883312925719488,-0.0171868298203,0.0157212857157,-0.0227825418115,1.8148048584,7.3549875,3.94325013428
